Season,Game_ID,Game_Date,Team,Location,Wins_Entering_Gm,Losses_Entering_Gm,Team_Minutes,Final_Score,Lead_Changes,Ties,Largest_Lead,Full_Timeouts,Short_Timeouts,Qtr_4_Score,L2M_Score,Social Following (Combined Facebook and Twitter,Combined Social Following,Even Combined Social Followings (Missing first)
2016-17,21600126,11/11/2016,OKC,H,6,2,240,108,1,2,8,6,2,74,102,8.08,16.6,4.31
2016-17,21600127,11/11/2016,SAS,H,5,3,240,96,5,4,13,4,0,75,92,8.52,10.94,5.14
2016-17,21600127,11/11/2016,DET,A,4,4,240,86,5,4,6,5,1,67,84,2.42,5.44,15.69
2016-17,21600128,11/11/2016,POR,H,5,4,265,122,7,2,12,6,1,84,102,3.02,5.28,30.49
2016-17,21600128,11/11/2016,SAC,A,4,6,265,120,7,9,7,6,2,83,99,2.26,4.4,4.73
2016-17,21600129,11/12/2016,NOP,H,1,8,240,99,4,5,6,6,0,71,92,2.14,29.19,4
2016-17,21600129,11/12/2016,LAL,A,5,4,240,126,5,5,29,4,1,84,116,27.05,37.78,13.78
2016-17,21600130,11/12/2016,BOS,A,4,4,,,,,,,,,,10.73,14.82,4.73
2016-17,21600130,11/12/2016,IND,H,4,5,,,,,,,,,,4.09,11.7,8.29
2016-17,21600131,11/12/2016,NYK,A,3,5,240,107,13,11,5,4,2,85,103,7.61,10.52,10.52
2016-17,21600131,11/12/2016,TOR,H,6,2,240,118,14,9,11,4,1,87,107,2.91,5.15,29.19
2016-17,21600132,11/12/2016,ATL,H,6,2,,,,,,,,,,2.24,4.47,12.67
2016-17,21600132,11/12/2016,PHI,A,1,7,,,,,,,,,,2.23,23.85,6.61
2016-17,21600133,11/12/2016,CHI,H,5,4,,,,,,,,,,21.62,23.67,13.15
2016-17,21600133,11/12/2016,WAS,A,2,6,,,,,,,,,,2.05,7,5.33
2016-17,21600134,11/12/2016,HOU,H,5,3,,,,,,,,,,4.95,13.47,48.67
2016-17,21600134,11/12/2016,SAS,A,6,3,,,,,,,,,,8.52,13.34,10.13
2016-17,21600135,11/12/2016,LAC,A,8,1,240,119,2,2,19,4,1,88,112,4.82,7.16,9.95
2016-17,21600135,11/12/2016,MIN,H,2,5,240,105,2,4,2,6,1,73,98,2.34,22.1,14.02
2016-17,21600136,11/12/2016,MIA,H,2,5,240,91,1,3,2,5,1,59,82,19.76,21.42,22.24
2016-17,21600136,11/12/2016,UTA,A,6,4,240,102,2,1,21,4,1,76,100,1.66,3.58,4.7
2016-17,21600137,11/12/2016,MIL,H,4,4,240,106,3,0,14,4,0,75,102,1.92,4.34,7.11
2016-17,21600137,11/12/2016,MEM,A,4,4,240,96,3,6,1,6,1,70,96,2.42,4.9,7.81
2016-17,21600138,11/12/2016,DEN,H,3,5,,,,,,,,,,2.48,4.9,5.39
2016-17,21600138,11/12/2016,DET,A,4,5,,,,,,,,,,2.42,5.89,6.57
2016-17,21600139,11/12/2016,BKN,A,3,5,240,122,3,1,20,4,1,90,110,3.47,5.93,13.42
2016-17,21600139,11/12/2016,PHX,H,3,6,240,104,2,1,5,5,2,83,100,2.46,11.06,21.42
2016-17,21600140,11/13/2016,CLE,H,7,1,,,,,,,,,,8.6,10.91,16.49
2016-17,21600140,11/13/2016,CHA,A,6,2,,,,,,,,,,2.31,6.46,6.38
2016-17,21600141,11/13/2016,ORL,A,3,6,240,119,5,4,21,5,3,82,109,4.15,12.23,12.99
2016-17,21600141,11/13/2016,OKC,H,6,3,240,117,5,3,4,5,2,84,111,8.08,35.13,29.96
2016-17,21600142,11/13/2016,LAL,A,6,4,240,99,3,0,3,5,0,72,98,27.05,29.39,9.95
2016-17,21600142,11/13/2016,MIN,H,2,6,240,125,3,0,26,5,1,87,118,2.34,13.88,30.22
2016-17,21600143,11/13/2016,GSW,H,7,2,240,133,7,3,14,5,0,99,124,11.54,14,6.96
2016-17,21600143,11/13/2016,PHX,A,3,7,240,120,7,5,9,5,2,92,117,2.46,4.94,4.66
2016-17,21600144,11/13/2016,DEN,A,3,6,240,105,2,0,17,5,3,72,92,2.48,5.5,10.57
2016-17,21600144,11/13/2016,POR,H,6,4,240,112,3,2,16,6,1,86,101,3.02,7.17,7.43
2016-17,21600145,11/14/2016,ORL,A,4,6,240,69,3,1,6,5,0,57,69,4.15,8.24,5.39
2016-17,21600145,11/14/2016,IND,H,4,6,240,88,3,0,21,4,1,71,85,4.09,9.59,4.65
2016-17,21600146,11/14/2016,DAL,A,2,6,240,77,4,2,10,6,2,51,70,5.5,13.11,5.15
2016-17,21600146,11/14/2016,NYK,H,3,6,240,93,4,3,23,3,0,67,87,7.61,15.69,12.96
2016-17,21600147,11/14/2016,OKC,A,6,4,,,,,,,,,,8.08,10.5,29.47
2016-17,21600147,11/14/2016,DET,H,5,5,,,,,,,,,,2.42,13.15,27.12
2016-17,21600148,11/14/2016,BOS,A,5,4,,,,,,,,,,10.73,12.87,4.14
2016-17,21600148,11/14/2016,NOP,H,1,9,,,,,,,,,,2.14,7.09,22.78
2016-17,21600149,11/14/2016,HOU,H,5,4,,,,,,,,,,4.95,7.18,14
2016-17,21600149,11/14/2016,PHI,A,1,8,,,,,,,,,,2.23,21.99,6.57
2016-17,21600150,11/14/2016,MIA,A,2,6,240,90,0,0,4,5,3,60,81,19.76,28.28,10.22
2016-17,21600150,11/14/2016,SAS,H,7,3,240,94,1,1,18,4,0,71,87,8.52,10.18,9.87
2016-17,21600151,11/14/2016,UTA,H,7,4,240,96,3,8,2,5,2,70,88,1.66,4.08,8.91
2016-17,21600151,11/14/2016,MEM,A,4,5,240,102,3,1,13,5,3,73,90,2.42,7.24,4.71
2016-17,21600152,11/14/2016,LAC,H,9,1,240,127,1,1,40,4,0,99,120,4.82,8.29,11.51
2016-17,21600152,11/14/2016,BKN,A,4,5,240,95,0,0,2,4,0,65,90,3.47,12.07,5.52
2016-17,21600153,11/15/2016,CLE,H,8,1,240,121,5,4,12,5,0,91,110,8.6,11.51,10.32
2016-17,21600153,11/15/2016,TOR,A,7,2,240,117,4,5,7,5,3,84,112,2.91,5.15,24.64
2016-17,21600154,11/15/2016,ATL,A,7,2,240,93,5,3,10,5,1,72,89,2.24,22,10.44
2016-17,21600154,11/15/2016,MIA,H,2,7,240,90,4,0,8,5,3,67,86,19.76,22.1,4.56
2016-17,21600155,11/15/2016,MIN,H,3,6,240,108,8,9,14,6,1,75,102,2.34,4.65,15.68
2016-17,21600155,11/15/2016,CHA,A,6,3,240,115,8,0,10,5,1,82,108,2.31,23.93,7.81
2016-17,21600156,11/15/2016,CHI,A,6,4,240,113,0,0,26,4,1,83,111,21.62,24.64,28.71
2016-17,21600156,11/15/2016,POR,H,7,4,240,88,0,0,0,4,1,63,88,3.02,30.07,15.63
2016-17,21600157,11/15/2016,LAL,H,6,5,240,125,5,5,13,5,2,93,116,27.05,30.52,6.2
2016-17,21600157,11/15/2016,BKN,A,4,6,240,118,5,2,5,4,2,85,112,3.47,5.7,27.37
2016-17,21600158,11/16/2016,PHI,H,1,9,240,109,1,2,24,5,1,88,103,2.23,4.28,24.04
2016-17,21600158,11/16/2016,WAS,A,2,7,240,102,0,0,2,5,2,76,98,2.05,4.19,4.65
2016-17,21600159,11/16/2016,NOP,A,2,9,240,82,5,2,3,6,1,63,81,2.14,6.29,10.86
2016-17,21600159,11/16/2016,ORL,H,4,7,240,89,5,1,15,4,2,65,84,4.15,12.75,4.12
2016-17,21600160,11/16/2016,CLE,A,9,1,,,,,,,,,,8.6,12.69,4.73
2016-17,21600160,11/16/2016,IND,H,5,6,,,,,,,,,,4.09,14.82,14.88
2016-17,21600161,11/16/2016,BOS,H,5,5,240,90,3,1,12,4,1,57,81,10.73,16.23,5.95
2016-17,21600161,11/16/2016,DAL,A,2,7,240,83,3,4,4,6,2,54,76,5.5,13.11,22
2016-17,21600162,11/16/2016,NYK,H,4,6,,,,,,,,,,7.61,10.03,4.94
2016-17,21600162,11/16/2016,DET,A,6,5,,,,,,,,,,2.42,4.66,32
2016-17,21600163,11/16/2016,ATL,H,8,2,,,,,,,,,,2.24,4.16,16.21
2016-17,21600163,11/16/2016,MIL,A,5,4,,,,,,,,,,1.92,6.87,7.76
2016-17,21600164,11/16/2016,HOU,A,6,4,240,103,2,3,11,4,1,90,100,4.95,13.03,6.55
2016-17,21600164,11/16/2016,OKC,H,6,5,240,105,2,6,13,4,2,85,100,8.08,19.62,16.36
2016-17,21600165,11/16/2016,GSW,A,8,2,240,127,2,1,19,5,1,95,120,11.54,14.45,5.25
2016-17,21600165,11/16/2016,TOR,H,7,3,240,121,1,2,10,5,3,86,109,2.91,5.39,4.53
2016-17,21600166,11/16/2016,DEN,H,3,7,240,120,0,0,20,6,1,89,111,2.48,4.94,5.44
2016-17,21600166,11/16/2016,PHX,A,3,8,240,104,0,1,0,3,1,76,98,2.46,7.28,4.37
2016-17,21600167,11/16/2016,LAC,H,10,1,240,107,5,3,5,6,2,76,103,4.82,7.24,13.2
2016-17,21600167,11/16/2016,MEM,A,5,5,240,111,5,4,16,6,1,83,105,2.42,4.68,30.14
2016-17,21600168,11/16/2016,SAC,H,4,7,240,105,2,1,3,6,2,71,91,2.26,10.78,6.46
2016-17,21600168,11/16/2016,SAS,A,8,3,240,110,2,1,18,4,1,84,107,8.52,16.13,28.36
2016-17,21600169,11/17/2016,NYK,A,5,6,240,112,0,1,6,5,3,65,98,7.61,9.66,13.64
2016-17,21600169,11/17/2016,WAS,H,2,8,240,119,1,0,27,5,0,87,110,2.05,21.81,4.16
2016-17,21600170,11/17/2016,MIA,H,2,8,,,,,,,,,,19.76,21.68,13.03
2016-17,21600170,11/17/2016,MIL,A,5,5,,,,,,,,,,1.92,6.87,4.76
2016-17,21600171,11/17/2016,HOU,H,6,5,240,126,2,1,25,4,1,100,124,4.95,7.97,9.59
2016-17,21600171,11/17/2016,POR,A,7,5,240,109,1,2,6,4,1,83,106,3.02,5.36,29.51
2016-17,21600172,11/17/2016,MIN,H,3,7,240,110,1,0,33,4,1,85,104,2.34,4.57,9.87
2016-17,21600172,11/17/2016,PHI,A,2,9,240,86,1,2,1,4,1,58,81,2.23,23.85,3.97
2016-17,21600173,11/17/2016,CHI,A,7,4,240,85,8,2,17,4,1,66,82,21.62,23.28,6.63
2016-17,21600173,11/17/2016,UTA,H,7,5,240,77,8,3,5,5,1,58,75,1.66,3.9,7.11
2016-17,21600174,11/18/2016,ATL,A,9,2,240,96,9,0,10,6,0,80,91,2.24,4.55,10.91
2016-17,21600174,11/18/2016,CHA,H,7,3,240,100,10,4,8,3,0,75,95,2.31,10.91,41.38
2016-17,21600175,11/18/2016,CLE,H,9,2,240,104,2,0,33,5,1,82,100,8.6,11.02,13.96
2016-17,21600175,11/18/2016,DET,A,6,6,240,81,1,1,6,4,1,56,79,2.42,6.51,10.45
2016-17,21600176,11/18/2016,IND,H,6,6,,,,,,,,,,4.09,6.55,11.99
2016-17,21600176,11/18/2016,PHX,A,3,9,,,,,,,,,,2.46,4.6,3.92
2016-17,21600177,11/18/2016,NOP,H,2,10,240,113,6,1,20,3,1,88,113,2.14,5.16,6.96
2016-17,21600177,11/18/2016,POR,A,7,6,240,101,6,2,2,5,1,75,95,3.02,6.49,4.65
2016-17,21600178,11/18/2016,BKN,A,4,7,,,,,,,,,,3.47,11.55,18.81
2016-17,21600178,11/18/2016,OKC,H,7,5,,,,,,,,,,8.08,18.81,13.88
2016-17,21600179,11/18/2016,BOS,H,6,5,240,88,0,3,3,5,0,57,85,10.73,22.27,4.6
2016-17,21600179,11/18/2016,GSW,A,9,2,240,104,1,4,30,4,0,86,99,11.54,17.04,34.66
2016-17,21600180,11/18/2016,DAL,H,2,8,240,64,3,2,5,6,1,41,59,5.5,7.92,6.4
2016-17,21600180,11/18/2016,MEM,A,6,5,240,80,4,2,22,4,1,56,80,2.42,4.9,4.83
2016-17,21600181,11/18/2016,DEN,H,4,7,265,111,13,3,8,6,4,82,98,2.48,5.39,21.81
2016-17,21600181,11/18/2016,TOR,A,7,4,265,113,13,3,12,5,1,77,97,2.91,29.96,8.42
2016-17,21600182,11/18/2016,LAL,H,7,5,240,107,2,2,5,5,2,76,101,27.05,35.57,7.98
2016-17,21600182,11/18/2016,SAS,A,9,3,240,116,2,0,17,4,2,91,109,8.52,13.34,7.84
2016-17,21600183,11/18/2016,LAC,A,10,2,240,121,1,3,26,5,0,104,117,4.82,7.08,29.31
2016-17,21600183,11/18/2016,SAC,H,4,8,240,115,0,0,4,4,2,85,115,2.26,7.21,11.02
2016-17,21600184,11/19/2016,HOU,H,7,5,240,111,3,2,16,4,0,81,106,4.95,6.61,6.39
2016-17,21600184,11/19/2016,UTA,A,7,6,240,102,2,2,3,5,1,70,95,1.66,3.8,23.96
2016-17,21600185,11/19/2016,NOP,H,3,10,265,121,6,4,5,6,4,74,103,2.14,4.45,13.68
2016-17,21600185,11/19/2016,CHA,A,8,3,265,116,6,6,14,7,1,85,104,2.31,22.07,10.07
2016-17,21600186,11/19/2016,MIA,A,3,8,240,114,10,4,17,5,1,91,110,19.76,21.81,11.1
2016-17,21600186,11/19/2016,WAS,H,3,8,240,111,9,2,7,5,1,82,98,2.05,7.55,5.14
2016-17,21600187,11/19/2016,DAL,A,2,9,240,87,3,5,5,6,2,69,84,5.5,9.65,4.36
2016-17,21600187,11/19/2016,ORL,H,5,7,240,95,3,3,9,4,2,66,91,4.15,14.88,8.97
2016-17,21600188,11/19/2016,BOS,A,6,6,240,94,10,4,9,4,1,71,86,10.73,13.15,23.85
2016-17,21600188,11/19/2016,DET,H,6,7,240,92,9,5,7,4,1,73,84,2.42,4.65,30.52
2016-17,21600189,11/19/2016,PHI,H,2,10,240,120,0,0,29,5,0,92,116,2.23,4.69,11.02
2016-17,21600189,11/19/2016,PHX,A,4,9,240,105,0,3,0,5,1,75,96,2.46,4.8,7.21
2016-17,21600190,11/19/2016,MIN,A,4,7,240,71,6,5,3,5,0,52,67,2.34,4.76,7.92
2016-17,21600190,11/19/2016,MEM,H,7,5,240,93,6,4,25,5,1,65,88,2.42,13.96,9.74
2016-17,21600191,11/19/2016,GSW,A,10,2,240,124,7,6,14,4,2,103,122,11.54,13.46,19.25
2016-17,21600191,11/19/2016,MIL,H,5,6,240,121,6,2,9,5,2,92,120,1.92,23.54,23.54
2016-17,21600192,11/19/2016,CHI,A,8,4,,,,,,,,,,21.62,26.44,6.23
2016-17,21600192,11/19/2016,LAC,H,11,2,,,,,,,,,,4.82,7.06,5.5
2016-17,21600193,11/20/2016,ATL,A,9,3,240,94,2,0,3,4,1,66,87,2.24,9.85,10.98
2016-17,21600193,11/20/2016,NYK,H,5,7,240,104,3,0,15,4,2,75,97,7.61,11.08,19.15
2016-17,21600194,11/20/2016,BKN,H,4,8,240,109,3,4,3,4,1,84,103,3.47,6.49,4.47
2016-17,21600194,11/20/2016,POR,A,7,7,240,129,3,3,23,3,1,99,120,3.02,7.11,7.62
2016-17,21600195,11/20/2016,IND,A,6,7,265,115,2,2,15,7,4,79,97,4.09,12.17,13.04
2016-17,21600195,11/20/2016,OKC,H,8,5,265,111,2,5,4,7,4,70,95,8.08,10.34,5.15
2016-17,21600196,11/20/2016,SAC,H,4,9,,,,,,,,,,2.26,5.17,23.54
2016-17,21600196,11/20/2016,TOR,A,8,4,,,,,,,,,,2.91,5.39,4.68
2016-17,21600197,11/20/2016,DEN,H,4,8,240,105,1,0,20,4,1,76,101,2.48,4.14,7.09
2016-17,21600197,11/20/2016,UTA,A,7,7,240,91,0,0,2,5,0,63,83,1.66,23.28,29.28
2016-17,21600198,11/20/2016,CHI,A,8,5,240,118,3,1,15,4,2,90,115,21.62,48.67,24.58
2016-17,21600198,11/20/2016,LAL,H,7,6,240,110,3,4,10,5,1,85,104,27.05,46.81,7.16
2016-17,21600199,11/21/2016,MIA,A,4,8,240,94,2,7,8,5,1,76,91,19.76,21.99,10.54
2016-17,21600199,11/21/2016,PHI,H,3,10,240,101,3,1,10,4,1,78,98,2.23,4.69,6.51
2016-17,21600200,11/21/2016,PHX,A,4,10,240,101,10,6,11,6,2,80,97,2.46,4.51,4.55
2016-17,21600200,11/21/2016,WAS,H,3,9,240,106,10,7,7,5,2,75,99,2.05,4.47,35.65
2016-17,21600201,11/21/2016,MEM,A,8,5,,,,,,,,,,2.42,4.73,7.29
2016-17,21600201,11/21/2016,CHA,H,8,4,,,,,,,,,,2.31,13.85,10.09
2016-17,21600202,11/21/2016,GSW,A,11,2,240,120,1,0,37,4,0,100,119,11.54,15.63,14.56
2016-17,21600202,11/21/2016,IND,H,7,7,240,83,0,0,2,4,1,71,83,4.09,9.04,6.87
2016-17,21600203,11/21/2016,HOU,A,8,5,,,,,,,,,,4.95,7.37,4.08
2016-17,21600203,11/21/2016,DET,H,6,8,,,,,,,,,,2.42,4.34,5.7
2016-17,21600204,11/21/2016,MIL,H,5,7,240,93,4,2,9,4,0,69,90,1.92,6.07,7.06
2016-17,21600204,11/21/2016,ORL,A,6,7,240,89,3,3,14,6,2,74,87,4.15,14.88,30.49
2016-17,21600205,11/21/2016,BOS,A,7,6,240,99,2,3,8,4,1,68,92,10.73,13.07,7.76
2016-17,21600205,11/21/2016,MIN,H,4,8,240,93,1,3,15,6,1,81,87,2.34,7.84,10.66
2016-17,21600206,11/21/2016,DAL,A,2,10,,,,,,,,,,5.5,14.02,6.14
2016-17,21600206,11/21/2016,SAS,H,10,3,,,,,,,,,,8.52,13.34,24.04
2016-17,21600207,11/21/2016,LAC,H,12,2,240,123,4,0,17,5,1,88,113,4.82,7.73,10.32
2016-17,21600207,11/21/2016,TOR,A,8,5,240,115,4,4,4,4,2,79,104,2.91,10.52,4.8
2016-17,21600208,11/22/2016,NYK,H,6,7,240,107,10,7,7,5,0,81,105,7.61,10.63,7.98
2016-17,21600208,11/22/2016,POR,A,8,7,240,103,10,4,9,5,1,81,101,3.02,5.26,4.37
2016-17,21600209,11/22/2016,ATL,H,9,4,240,94,1,0,3,4,1,71,92,2.24,4.38,29.36
2016-17,21600209,11/22/2016,NOP,A,4,10,240,112,2,2,35,4,1,95,112,2.14,23.76,6.38
2016-17,21600210,11/22/2016,CHI,A,9,5,240,107,1,9,14,5,3,88,101,21.62,24.1,11.7
2016-17,21600210,11/22/2016,DEN,H,5,8,240,110,2,4,10,5,3,91,102,2.48,29.53,23.91
2016-17,21600211,11/22/2016,LAL,H,7,7,240,111,7,3,14,5,3,80,108,27.05,35.13,10.52
2016-17,21600211,11/22/2016,OKC,A,8,6,240,109,7,4,4,5,3,74,102,8.08,10.31,13.15
2016-17,21600212,11/23/2016,PHI,H,4,10,290,99,2,5,11,7,4,71,79,2.23,4.65,13.47
2016-17,21600212,11/23/2016,MEM,A,9,5,290,104,2,1,6,8,2,63,82,2.42,10.94,7.3
2016-17,21600213,11/23/2016,SAS,A,11,3,240,119,16,9,8,4,0,84,106,8.52,10.83,13.2
2016-17,21600213,11/23/2016,CHA,H,8,5,240,114,16,7,5,5,2,84,102,2.31,6.46,5.28
2016-17,21600214,11/23/2016,ORL,H,6,8,240,87,4,4,4,4,3,66,78,4.15,6.61,10.52
2016-17,21600214,11/23/2016,PHX,A,4,11,240,92,4,2,12,4,0,68,85,2.46,11.06,4.58
2016-17,21600215,11/23/2016,CLE,H,10,2,240,137,0,0,23,4,0,112,133,8.6,11.62,4.84
2016-17,21600215,11/23/2016,POR,A,8,8,240,125,0,1,0,5,1,92,120,3.02,5.26,23.67
2016-17,21600216,11/23/2016,ATL,A,9,5,240,96,4,0,20,4,1,74,92,2.24,6.33,10.22
2016-17,21600216,11/23/2016,IND,H,7,8,240,85,4,1,3,5,2,66,82,4.09,14.82,3.92
2016-17,21600217,11/23/2016,BOS,A,8,6,,,,,,,,,,10.73,14.2,7.41
2016-17,21600217,11/23/2016,BKN,H,4,9,,,,,,,,,,3.47,23.23,8.52
2016-17,21600218,11/23/2016,MIA,A,4,9,240,84,0,0,1,4,2,64,79,19.76,22.18,15.01
2016-17,21600218,11/23/2016,DET,H,6,9,240,107,1,1,28,4,0,86,105,2.42,7.37,11.76
2016-17,21600219,11/23/2016,HOU,H,9,5,240,102,1,1,2,5,0,74,99,4.95,7.86,46.81
2016-17,21600219,11/23/2016,TOR,A,8,6,240,115,1,0,20,3,0,90,106,2.91,8.41,14.82
2016-17,21600220,11/23/2016,DAL,H,2,11,,,,,,,,,,5.5,10.32,13.34
2016-17,21600220,11/23/2016,LAC,A,13,2,,,,,,,,,,4.82,7.3,23.93
2016-17,21600221,11/23/2016,DEN,A,6,8,240,83,0,1,0,5,1,61,81,2.48,4.14,31.2
2016-17,21600221,11/23/2016,UTA,H,7,8,240,108,0,0,28,5,0,84,104,1.66,3.8,12.07
2016-17,21600222,11/23/2016,NOP,H,5,10,240,117,2,1,26,4,1,89,109,2.14,4.48,18.81
2016-17,21600222,11/23/2016,MIN,A,4,9,240,96,2,5,8,4,2,68,88,2.34,13.88,13.96
2016-17,21600223,11/23/2016,GSW,H,12,2,240,149,1,1,43,3,1,106,140,11.54,38.59,3.97
2016-17,21600223,11/23/2016,LAL,A,8,7,240,106,1,1,2,6,1,78,104,27.05,29.31,7.37
2016-17,21600224,11/23/2016,SAC,H,5,9,240,116,2,3,16,5,0,87,108,2.26,10.34,21.9
2016-17,21600224,11/23/2016,OKC,A,8,7,240,101,1,3,2,4,2,75,95,8.08,18.81,4.6
2016-17,21600225,11/25/2016,BOS,H,9,6,240,103,5,2,14,4,3,74,96,10.73,19.25,4.72
2016-17,21600225,11/25/2016,SAS,A,12,3,240,109,6,3,8,4,2,75,102,8.52,12.67,4.57
2016-17,21600226,11/25/2016,ORL,H,6,9,240,91,1,3,4,6,2,68,85,4.15,6.2,4.69
2016-17,21600226,11/25/2016,WAS,A,4,9,240,94,1,0,19,4,1,72,86,2.05,10.65,11.54
2016-17,21600227,11/25/2016,CLE,H,11,2,240,128,1,0,45,4,0,96,120,8.6,14.1,10.32
2016-17,21600227,11/25/2016,DAL,A,2,12,240,90,0,0,2,5,2,55,80,5.5,13.11,18.34
2016-17,21600228,11/25/2016,NYK,H,7,7,265,113,11,6,6,4,3,79,98,7.61,9.92,20.14
2016-17,21600228,11/25/2016,CHA,A,8,6,265,111,11,11,13,5,2,74,96,2.31,23.93,30.14
2016-17,21600229,11/25/2016,CHI,A,9,6,,,,,,,,,,21.62,23.85,10.42
2016-17,21600229,11/25/2016,PHI,H,4,11,,,,,,,,,,2.23,7.05,31.87
2016-17,21600230,11/25/2016,LAC,A,14,2,240,97,2,3,2,6,0,80,95,4.82,7.24,3.97
2016-17,21600230,11/25/2016,DET,H,7,9,240,108,2,1,18,4,2,82,102,2.42,4.66,6.57
2016-17,21600231,11/25/2016,ATL,A,10,5,240,68,3,3,1,5,0,48,63,2.24,3.9,5.78
2016-17,21600231,11/25/2016,UTA,H,8,8,240,95,3,1,32,4,0,61,91,1.66,3.58,11.02
2016-17,21600232,11/25/2016,MIL,H,6,7,240,99,2,4,2,5,2,67,93,1.92,4.83,25.71
2016-17,21600232,11/25/2016,TOR,A,9,6,240,105,2,1,10,5,1,73,94,2.91,22.67,7.64
2016-17,21600233,11/25/2016,MIA,A,4,10,240,90,0,0,17,4,0,71,90,19.76,22.18,7.41
2016-17,21600233,11/25/2016,MEM,H,10,5,240,81,0,0,0,4,2,57,77,2.42,5.89,4.58
2016-17,21600234,11/25/2016,BKN,A,4,10,240,97,2,1,7,4,0,65,92,3.47,7.56,5.93
2016-17,21600234,11/25/2016,IND,H,7,9,240,118,2,0,31,4,0,92,112,4.09,6.57,7.3
2016-17,21600235,11/25/2016,DEN,H,6,9,265,129,5,7,13,6,3,89,114,2.48,10.56,4.49
2016-17,21600235,11/25/2016,OKC,A,8,8,265,132,5,2,6,7,3,84,110,8.08,10.42,13.15
2016-17,21600236,11/25/2016,MIN,A,4,10,240,98,3,1,13,4,0,67,94,2.34,4.8,27.84
2016-17,21600236,11/25/2016,PHX,H,5,11,240,85,3,4,13,6,1,75,85,2.46,4.6,10.45
2016-17,21600237,11/25/2016,NOP,A,6,10,240,104,1,2,9,5,0,83,104,2.14,5.16,28.71
2016-17,21600237,11/25/2016,POR,H,8,9,240,119,2,5,17,4,1,100,115,3.02,14.56,6.14
2016-17,21600238,11/25/2016,GSW,A,13,2,240,109,1,0,24,5,1,80,102,11.54,38.59,6.46
2016-17,21600238,11/25/2016,LAL,H,8,8,240,85,0,0,5,4,1,64,85,27.05,32,9.85
2016-17,21600239,11/25/2016,HOU,A,9,6,240,117,0,0,29,3,2,90,110,4.95,7.21,4.34
2016-17,21600239,11/25/2016,SAC,H,6,9,240,104,0,1,0,5,1,74,98,2.26,10.78,25.09
2016-17,21600240,11/26/2016,SAS,A,13,3,240,112,4,3,19,5,1,90,109,8.52,10.57,6.96
2016-17,21600240,11/26/2016,WAS,H,5,9,240,100,3,2,5,5,1,76,96,2.05,9.66,10.98
2016-17,21600241,11/26/2016,NYK,A,8,7,240,102,1,4,2,5,2,71,93,7.61,9.92,4.82
2016-17,21600241,11/26/2016,CHA,H,8,7,240,107,1,0,21,5,2,75,97,2.31,10.39,5.28
2016-17,21600242,11/26/2016,OKC,H,9,8,,,,,,,,,,8.08,10.5,14.45
2016-17,21600242,11/26/2016,DET,A,8,9,,,,,,,,,,2.42,22.18,22.07
2016-17,21600243,11/26/2016,MIA,H,5,10,240,107,6,4,9,5,2,82,100,19.76,22.18,10.5
2016-17,21600243,11/26/2016,MEM,A,10,6,240,110,7,1,7,6,0,82,102,2.42,13.96,19.33
2016-17,21600244,11/26/2016,GSW,H,14,2,240,115,4,1,17,5,2,90,107,11.54,13.88,3.89
2016-17,21600244,11/26/2016,MIN,A,5,10,240,102,3,2,6,5,3,73,94,2.34,10.94,5.37
2016-17,21600245,11/27/2016,CLE,A,12,2,240,112,2,1,11,5,1,77,106,8.6,10.83,32.55
2016-17,21600245,11/27/2016,PHI,H,4,12,240,108,1,1,14,5,2,81,95,2.23,4.71,25.71
2016-17,21600246,11/27/2016,DEN,A,6,10,,,,,,,,,,2.48,4.94,5.52
2016-17,21600246,11/27/2016,PHX,H,5,12,,,,,,,,,,2.46,5.93,30.49
2016-17,21600247,11/27/2016,BKN,H,4,11,240,105,3,1,9,4,1,77,99,3.47,5.73,9.75
2016-17,21600247,11/27/2016,SAC,A,6,10,240,122,4,2,22,4,1,92,118,2.26,4.18,9.77
2016-17,21600248,11/27/2016,MIL,A,6,8,240,104,6,2,11,4,0,79,102,1.92,6.07,4.26
2016-17,21600248,11/27/2016,ORL,H,6,10,240,96,5,3,6,4,3,72,94,4.15,8.97,4.66
2016-17,21600249,11/27/2016,LAC,A,14,3,240,70,3,2,2,4,0,58,68,4.82,8.91,11.54
2016-17,21600249,11/27/2016,IND,H,8,9,240,91,3,1,21,4,0,76,89,4.09,6.23,4.71
2016-17,21600250,11/27/2016,NOP,A,6,11,,,,,,,,,,2.14,7.64,17.04
2016-17,21600250,11/27/2016,DAL,H,2,13,,,,,,,,,,5.5,10.45,4.68
2016-17,21600251,11/27/2016,HOU,A,10,6,240,130,6,5,16,3,0,96,123,4.95,7.97,23.54
2016-17,21600251,11/27/2016,POR,H,9,9,240,114,6,3,5,5,1,93,112,3.02,5.26,12.56
2016-17,21600252,11/27/2016,ATL,A,10,6,240,94,1,1,13,4,1,77,85,2.24,29.29,10.91
2016-17,21600252,11/27/2016,LAL,H,8,9,240,109,1,0,20,4,1,84,102,27.05,29.31,4.12
2016-17,21600253,11/28/2016,SAC,A,7,10,265,95,3,5,5,4,3,72,86,2.26,4.31,12.9
2016-17,21600253,11/28/2016,WAS,H,5,10,265,101,4,4,8,6,2,74,91,2.05,4.28,11.45
2016-17,21600254,11/28/2016,PHI,A,4,13,240,95,4,1,3,6,2,71,89,2.23,5.14,22.5
